Date,decile_rsi,decile_volume,decile_sma,decile_bop,decile_ao,decile_apo,decile_cmo,decile_price,decile_price_tomorrow
2020-06-19,10.0,6,12.0,3,12.0,13.0,10.0,6,6.0
2020-06-20,10.0,2,12.0,8,12.0,10.0,10.0,6,6.0
2020-06-21,10.0,5,12.0,17,12.0,7.0,10.0,6,7.0
2020-06-22,13.0,7,11.0,16,11.0,6.0,13.0,7,6.0
2020-06-23,11.0,5,11.0,0,11.0,6.0,11.0,6,6.0
2020-06-24,10.0,4,10.0,3,10.0,6.0,10.0,6,6.0
2020-06-25,10.0,8,10.0,10,10.0,6.0,10.0,6,5.0
2020-06-26,8.0,5,9.0,2,9.0,6.0,8.0,5,4.0
2020-06-27,5.0,4,8.0,2,8.0,6.0,5.0,4,5.0
2020-06-28,6.0,5,7.0,11,7.0,5.0,6.0,5,5.0
2020-06-29,7.0,5,7.0,12,7.0,5.0,7.0,5,5.0
2020-06-30,7.0,4,7.0,10,7.0,5.0,7.0,5,5.0
2020-07-01,7.0,4,6.0,9,6.0,6.0,7.0,5,6.0
2020-07-02,11.0,8,6.0,15,6.0,6.0,11.0,6,7.0
2020-07-03,14.0,7,7.0,18,7.0,6.0,14.0,7,7.0
2020-07-04,15.0,9,7.0,15,7.0,7.0,15.0,7,6.0
2020-07-05,13.0,7,8.0,1,8.0,8.0,13.0,6,6.0
2020-07-06,13.0,8,8.0,9,8.0,8.0,13.0,6,7.0
2020-07-07,13.0,7,9.0,10,9.0,8.0,13.0,7,6.0
2020-07-08,11.0,6,9.0,1,9.0,9.0,11.0,6,6.0
2020-07-09,9.0,5,9.0,2,9.0,9.0,9.0,6,6.0
2020-07-10,9.0,4,8.0,9,8.0,10.0,9.0,6,6.0
2020-07-11,10.0,3,9.0,12,9.0,11.0,10.0,6,6.0
2020-07-12,10.0,3,9.0,11,9.0,12.0,10.0,6,6.0
2020-07-13,10.0,7,10.0,10,10.0,12.0,10.0,6,6.0
2020-07-14,11.0,7,10.0,11,10.0,12.0,11.0,6,7.0
2020-07-15,14.0,8,11.0,19,11.0,12.0,14.0,7,6.0
2020-07-16,11.0,7,11.0,2,11.0,12.0,11.0,6,6.0
2020-07-17,9.0,3,11.0,1,11.0,11.0,9.0,6,6.0
2020-07-18,7.0,4,11.0,3,11.0,11.0,7.0,6,6.0
2020-07-19,8.0,3,10.0,13,10.0,11.0,8.0,6,6.0
2020-07-20,12.0,10,10.0,12,10.0,11.0,12.0,6,6.0
2020-07-21,10.0,7,10.0,3,10.0,11.0,10.0,6,6.0
2020-07-22,10.0,5,10.0,9,10.0,11.0,10.0,6,6.0
2020-07-23,9.0,4,11.0,6,11.0,10.0,9.0,6,6.0
2020-07-24,9.0,3,11.0,6,11.0,10.0,9.0,6,6.0
2020-07-25,8.0,3,10.0,6,10.0,9.0,8.0,6,5.0
2020-07-26,5.0,6,10.0,2,10.0,9.0,5.0,5,4.0
2020-07-27,1.0,6,9.0,1,9.0,8.0,1.0,4,5.0
2020-07-28,4.0,3,8.0,19,8.0,8.0,4.0,5,5.0
2020-07-29,8.0,6,8.0,16,8.0,8.0,8.0,5,5.0
2020-07-30,6.0,5,8.0,7,8.0,8.0,6.0,5,5.0
2020-07-31,5.0,3,7.0,2,7.0,8.0,5.0,5,5.0
2020-08-01,5.0,3,8.0,10,8.0,8.0,5.0,5,4.0
2020-08-02,2.0,5,8.0,0,8.0,8.0,2.0,4,5.0
2020-08-03,4.0,3,7.0,16,7.0,8.0,4.0,5,5.0
2020-08-04,3.0,3,7.0,7,7.0,7.0,3.0,5,5.0
2020-08-05,3.0,3,7.0,9,7.0,7.0,3.0,5,5.0
2020-08-06,3.0,3,7.0,9,7.0,7.0,3.0,5,5.0
2020-08-07,3.0,5,7.0,9,7.0,7.0,3.0,5,5.0
2020-08-08,8.0,4,7.0,16,7.0,7.0,8.0,5,5.0
2020-08-09,13.0,8,7.0,19,7.0,8.0,13.0,5,6.0
2020-08-10,14.0,7,8.0,11,8.0,8.0,14.0,6,5.0
2020-08-11,12.0,8,9.0,8,9.0,8.0,12.0,5,5.0
2020-08-12,11.0,5,10.0,7,10.0,8.0,11.0,5,5.0
2020-08-13,11.0,5,10.0,10,10.0,8.0,11.0,5,5.0
2020-08-14,12.0,6,10.0,12,10.0,9.0,12.0,5,5.0
2020-08-15,11.0,4,10.0,7,10.0,9.0,11.0,5,6.0
2020-08-16,13.0,4,10.0,18,10.0,10.0,13.0,6,6.0
2020-08-17,16.0,8,11.0,17,11.0,11.0,16.0,6,6.0
2020-08-18,16.0,7,11.0,10,11.0,12.0,16.0,6,5.0
2020-08-19,9.0,6,12.0,1,12.0,12.0,9.0,5,6.0
2020-08-20,12.0,6,12.0,15,12.0,13.0,12.0,6,5.0
2020-08-21,9.0,7,12.0,5,12.0,13.0,9.0,5,5.0
2020-08-22,10.0,6,11.0,10,11.0,12.0,10.0,5,5.0
2020-08-23,8.0,4,11.0,3,11.0,12.0,8.0,5,5.0
2020-08-24,11.0,6,10.0,18,10.0,12.0,11.0,5,5.0
2020-08-25,6.0,6,10.0,2,10.0,12.0,6.0,5,5.0
2020-08-26,8.0,4,10.0,15,10.0,12.0,8.0,5,4.0
2020-08-27,2.0,6,10.0,0,10.0,11.0,2.0,4,5.0
2020-08-28,6.0,5,9.0,17,9.0,11.0,6.0,5,5.0
2020-08-29,7.0,4,9.0,13,9.0,10.0,7.0,5,5.0
2020-08-30,10.0,4,9.0,19,9.0,9.0,10.0,5,5.0
2020-08-31,8.0,4,9.0,1,9.0,9.0,8.0,5,5.0
2020-09-01,7.0,4,9.0,7,9.0,9.0,7.0,5,4.0
2020-09-02,2.0,5,9.0,4,9.0,8.0,2.0,4,2.0
2020-09-03,0.0,5,8.0,0,8.0,7.0,0.0,2,3.0
2020-09-04,1.0,4,7.0,19,7.0,7.0,1.0,3,2.0
2020-09-05,0.0,3,6.0,5,6.0,6.0,0.0,2,2.0
2020-09-06,0.0,3,6.0,11,6.0,6.0,0.0,2,2.0
2020-09-07,0.0,3,6.0,7,6.0,6.0,0.0,2,0.0
2020-09-08,0.0,1,6.0,3,6.0,6.0,0.0,0,1.0
2020-09-09,0.0,1,6.0,14,6.0,6.0,0.0,1,3.0
2020-09-10,6.0,5,6.0,19,6.0,6.0,6.0,3,3.0
2020-09-11,4.0,2,6.0,4,6.0,6.0,4.0,3,3.0
2020-09-12,6.0,2,6.0,15,6.0,5.0,6.0,3,3.0
2020-09-13,3.0,1,6.0,2,6.0,5.0,3.0,3,3.0
2020-09-14,3.0,0,6.0,9,6.0,5.0,3.0,3,2.0
2020-09-15,2.0,1,6.0,1,6.0,6.0,2.0,2,1.0
2020-09-16,1.0,1,6.0,4,6.0,6.0,1.0,1,1.0
2020-09-17,2.0,0,6.0,16,6.0,6.0,2.0,1,1.0
2020-09-18,2.0,0,6.0,12,6.0,6.0,2.0,1,2.0
2020-09-19,3.0,0,6.0,14,6.0,6.0,3.0,2,1.0
2020-09-20,2.0,0,6.0,6,6.0,6.0,2.0,1,4.0
2020-09-21,13.0,7,7.0,15,7.0,7.0,13.0,4,3.0
2020-09-22,10.0,9,7.0,7,7.0,7.0,10.0,3,1.0
2020-09-23,3.0,4,7.0,0,7.0,7.0,3.0,1,2.0
2020-09-24,6.0,2,7.0,19,7.0,7.0,6.0,2,1.0
2020-09-25,6.0,1,7.0,9,7.0,8.0,6.0,1,2.0
2020-09-26,6.0,1,7.0,11,7.0,8.0,6.0,2,2.0
2020-09-27,7.0,1,7.0,10,7.0,9.0,7.0,2,2.0
2020-09-28,7.0,2,7.0,8,7.0,10.0,7.0,2,3.0
2020-09-29,9.0,2,8.0,17,8.0,10.0,9.0,3,3.0
2020-09-30,11.0,1,8.0,15,8.0,10.0,11.0,3,1.0
2020-10-01,6.0,2,9.0,1,9.0,10.0,6.0,1,1.0
2020-10-02,4.0,2,9.0,5,9.0,10.0,4.0,1,1.0
2020-10-03,6.0,0,9.0,16,9.0,9.0,6.0,1,1.0
2020-10-04,6.0,0,9.0,5,9.0,9.0,6.0,1,2.0
2020-10-05,8.0,0,9.0,18,9.0,9.0,8.0,2,1.0
2020-10-06,5.0,6,9.0,6,9.0,9.0,5.0,1,2.0
2020-10-07,9.0,7,10.0,13,10.0,9.0,9.0,2,3.0
2020-10-08,12.0,8,11.0,12,11.0,10.0,12.0,3,3.0
2020-10-09,14.0,6,11.0,12,11.0,10.0,14.0,3,3.0
2020-10-10,13.0,3,12.0,6,12.0,10.0,13.0,3,3.0
2020-10-11,12.0,1,12.0,4,12.0,10.0,12.0,3,3.0
2020-10-12,12.0,1,12.0,9,12.0,10.0,12.0,3,3.0
2020-10-13,12.0,2,12.0,10,12.0,10.0,12.0,3,2.0
2020-10-14,9.0,1,12.0,2,12.0,11.0,9.0,2,2.0
2020-10-15,9.0,2,12.0,8,12.0,11.0,9.0,2,2.0
2020-10-16,7.0,0,11.0,4,11.0,11.0,7.0,2,2.0
2020-10-17,8.0,0,11.0,17,11.0,11.0,8.0,2,2.0
2020-10-18,7.0,0,10.0,6,10.0,12.0,7.0,2,2.0
2020-10-19,7.0,0,10.0,5,10.0,12.0,7.0,2,1.0
2020-10-20,4.0,0,10.0,1,10.0,11.0,4.0,1,1.0
2020-10-21,6.0,0,9.0,17,9.0,10.0,6.0,1,1.0
2020-10-22,5.0,2,9.0,7,9.0,10.0,5.0,1,1.0
2020-10-23,8.0,0,9.0,12,9.0,10.0,8.0,1,2.0
2020-10-24,10.0,1,9.0,18,9.0,9.0,10.0,2,1.0
2020-10-25,7.0,1,9.0,2,9.0,9.0,7.0,1,1.0
2020-10-26,6.0,1,9.0,6,9.0,9.0,6.0,1,1.0
2020-10-27,7.0,4,10.0,12,10.0,9.0,7.0,1,0.0
2020-10-28,2.0,0,9.0,1,9.0,9.0,2.0,0,0.0
2020-10-29,2.0,0,9.0,10,9.0,8.0,2.0,0,0.0
2020-10-30,1.0,0,8.0,4,8.0,8.0,1.0,0,0.0
2020-10-31,1.0,0,8.0,8,8.0,8.0,1.0,0,0.0
2020-11-01,1.0,0,7.0,7,7.0,8.0,1.0,0,0.0
2020-11-02,1.0,0,7.0,3,7.0,7.0,1.0,0,0.0
2020-11-03,0.0,0,7.0,3,7.0,7.0,0.0,0,0.0
2020-11-04,0.0,0,7.0,8,7.0,7.0,0.0,0,0.0
2020-11-05,0.0,0,7.0,15,7.0,7.0,0.0,0,0.0
2020-11-06,7.0,1,7.0,19,7.0,7.0,7.0,0,0.0
2020-11-07,2.0,1,7.0,3,7.0,7.0,2.0,0,0.0
2020-11-08,6.0,0,7.0,18,7.0,7.0,6.0,0,0.0
2020-11-09,9.0,0,7.0,17,7.0,7.0,9.0,0,1.0
2020-11-10,13.0,2,8.0,19,8.0,7.0,13.0,1,1.0
2020-11-11,14.0,1,8.0,11,8.0,7.0,14.0,1,1.0
2020-11-12,12.0,2,9.0,7,9.0,8.0,12.0,1,1.0
2020-11-13,14.0,2,10.0,15,10.0,8.0,14.0,1,1.0
2020-11-14,12.0,0,11.0,3,11.0,9.0,12.0,1,1.0
2020-11-15,11.0,0,11.0,5,11.0,9.0,11.0,1,0.0
2020-11-16,9.0,1,11.0,1,11.0,10.0,9.0,0,0.0
2020-11-17,10.0,1,11.0,10,11.0,11.0,10.0,0,0.0
2020-11-18,4.0,2,10.0,2,10.0,11.0,4.0,0,0.0
2020-11-19,2.0,1,10.0,3,10.0,11.0,2.0,0,0.0
2020-11-20,5.0,1,9.0,15,9.0,12.0,5.0,0,0.0
2020-11-21,9.0,3,9.0,18,9.0,12.0,9.0,0,0.0
2020-11-22,8.0,3,9.0,9,9.0,12.0,8.0,0,0.0
2020-11-23,10.0,3,9.0,14,9.0,11.0,10.0,0,3.0
2020-11-24,16.0,7,10.0,19,10.0,11.0,16.0,3,3.0
2020-11-25,17.0,9,11.0,11,11.0,12.0,17.0,3,0.0
2020-11-26,10.0,1,12.0,3,12.0,11.0,10.0,0,0.0
2020-11-27,10.0,2,13.0,9,13.0,11.0,10.0,0,1.0
2020-11-28,11.0,1,13.0,12,13.0,11.0,11.0,1,1.0
2020-11-29,11.0,2,13.0,11,13.0,11.0,11.0,1,1.0
2020-11-30,12.0,2,12.0,12,12.0,11.0,12.0,1,2.0
2020-12-01,14.0,2,12.0,13,12.0,11.0,14.0,2,3.0
2020-12-02,16.0,5,12.0,19,12.0,12.0,16.0,3,3.0
2020-12-03,16.0,2,13.0,6,13.0,12.0,16.0,3,1.0
2020-12-04,11.0,0,13.0,0,13.0,12.0,11.0,1,3.0
2020-12-05,14.0,6,13.0,19,13.0,13.0,14.0,3,2.0
2020-12-06,14.0,2,13.0,4,13.0,12.0,14.0,2,3.0
2020-12-07,15.0,3,13.0,15,13.0,12.0,15.0,3,2.0
2020-12-08,13.0,4,13.0,6,13.0,12.0,13.0,2,2.0
2020-12-09,11.0,3,13.0,6,13.0,13.0,11.0,2,2.0
2020-12-10,11.0,1,12.0,9,12.0,13.0,11.0,2,1.0
2020-12-11,9.0,1,12.0,1,12.0,13.0,9.0,1,2.0
2020-12-12,12.0,1,12.0,19,12.0,13.0,12.0,2,2.0
2020-12-13,12.0,0,11.0,11,11.0,13.0,12.0,2,2.0
2020-12-14,14.0,1,11.0,18,11.0,12.0,14.0,2,2.0
2020-12-15,14.0,2,11.0,9,11.0,12.0,14.0,2,3.0
2020-12-16,14.0,2,12.0,12,12.0,12.0,14.0,3,2.0
2020-12-17,13.0,3,12.0,5,12.0,11.0,13.0,2,3.0
2020-12-18,14.0,7,12.0,15,12.0,11.0,14.0,3,4.0
2020-12-19,17.0,7,12.0,19,12.0,11.0,17.0,4,4.0
2020-12-20,17.0,6,13.0,9,13.0,11.0,17.0,4,3.0
2020-12-21,15.0,7,13.0,6,13.0,12.0,15.0,3,2.0
2020-12-22,11.0,0,13.0,1,13.0,12.0,11.0,2,0.0
2020-12-23,2.0,6,13.0,0,13.0,12.0,2.0,0,0.0
2020-12-24,5.0,0,11.0,14,11.0,11.0,5.0,0,0.0
2020-12-25,5.0,2,10.0,9,10.0,11.0,5.0,0,0.0
2020-12-26,4.0,0,8.0,5,8.0,10.0,4.0,0,0.0
2020-12-27,6.0,0,7.0,13,7.0,10.0,6.0,0,1.0
2020-12-28,9.0,2,8.0,18,8.0,10.0,9.0,1,0.0
2020-12-29,6.0,1,8.0,5,8.0,9.0,6.0,0,0.0
2020-12-30,5.0,2,8.0,7,8.0,9.0,5.0,0,1.0
2020-12-31,7.0,2,8.0,13,8.0,8.0,7.0,1,1.0
2021-01-01,7.0,0,8.0,11,8.0,8.0,7.0,1,1.0
2021-01-02,8.0,1,8.0,10,8.0,7.0,8.0,1,0.0
2021-01-03,5.0,1,8.0,4,8.0,7.0,5.0,0,0.0
2021-01-04,5.0,1,8.0,9,8.0,7.0,5.0,0,0.0
2021-01-05,8.0,1,8.0,13,8.0,7.0,8.0,0,1.0
2021-01-06,11.0,3,8.0,15,8.0,7.0,11.0,1,2.0
2021-01-07,13.0,2,8.0,14,8.0,8.0,13.0,2,4.0
2021-01-08,17.0,4,10.0,15,10.0,8.0,17.0,4,3.0
2021-01-09,16.0,0,11.0,7,11.0,9.0,16.0,3,3.0
2021-01-10,13.0,1,12.0,3,12.0,9.0,13.0,3,1.0
2021-01-11,7.0,2,12.0,3,12.0,9.0,7.0,1,1.0
2021-01-12,9.0,0,12.0,12,12.0,10.0,9.0,1,2.0
2021-01-13,12.0,1,11.0,18,11.0,10.0,12.0,2,3.0
2021-01-14,13.0,6,11.0,14,11.0,11.0,13.0,3,3.0
2021-01-15,14.0,11,11.0,10,11.0,12.0,14.0,3,4.0
2021-01-16,15.0,2,12.0,13,12.0,13.0,15.0,4,4.0
2021-01-17,16.0,9,13.0,10,13.0,13.0,16.0,4,4.0
2021-01-18,16.0,6,13.0,11,13.0,13.0,16.0,4,4.0
2021-01-19,15.0,5,13.0,1,13.0,13.0,15.0,4,4.0
2021-01-20,16.0,6,13.0,12,13.0,13.0,16.0,4,2.0
2021-01-21,10.0,1,13.0,1,13.0,13.0,10.0,2,4.0
2021-01-22,16.0,2,13.0,17,13.0,13.0,16.0,4,4.0
2021-01-23,14.0,8,13.0,4,13.0,13.0,14.0,4,4.0
2021-01-24,13.0,5,13.0,6,13.0,13.0,13.0,4,3.0
2021-01-25,13.0,1,13.0,7,13.0,13.0,13.0,3,3.0
2021-01-26,12.0,4,13.0,8,13.0,13.0,12.0,3,2.0
2021-01-27,8.0,4,13.0,3,13.0,13.0,8.0,2,3.0
2021-01-28,11.0,4,12.0,18,12.0,13.0,11.0,3,3.0
2021-01-29,11.0,4,12.0,9,12.0,13.0,11.0,3,3.0
2021-01-30,9.0,3,11.0,4,11.0,12.0,9.0,3,2.0
2021-01-31,8.0,3,11.0,6,11.0,11.0,8.0,2,2.0
2021-02-01,8.0,4,10.0,7,10.0,10.0,8.0,2,3.0
2021-02-02,11.0,5,10.0,18,10.0,10.0,11.0,3,3.0
2021-02-03,13.0,10,10.0,13,10.0,10.0,13.0,3,3.0
2021-02-04,13.0,6,11.0,9,11.0,10.0,13.0,3,4.0
2021-02-05,15.0,8,11.0,18,11.0,10.0,15.0,4,4.0
2021-02-06,15.0,9,12.0,10,12.0,9.0,15.0,4,4.0
2021-02-07,14.0,6,12.0,4,12.0,9.0,14.0,4,4.0
2021-02-08,15.0,6,13.0,16,13.0,10.0,15.0,4,4.0
2021-02-09,16.0,8,13.0,16,13.0,10.0,16.0,4,5.0
2021-02-10,17.0,9,13.0,18,13.0,11.0,17.0,5,7.0
2021-02-11,19.0,15,14.0,17,14.0,13.0,19.0,7,7.0
2021-02-12,19.0,11,14.0,11,14.0,13.0,19.0,7,7.0
2021-02-13,19.0,11,14.0,14,14.0,13.0,19.0,7,7.0
2021-02-14,18.0,10,14.0,4,14.0,14.0,18.0,7,7.0
2021-02-15,19.0,15,15.0,17,15.0,14.0,19.0,7,7.0
2021-02-16,18.0,5,15.0,5,15.0,14.0,18.0,7,7.0
2021-02-17,18.0,11,15.0,13,15.0,14.0,18.0,7,7.0
2021-02-18,19.0,10,15.0,14,15.0,14.0,19.0,7,7.0
2021-02-19,19.0,8,16.0,13,16.0,15.0,19.0,7,7.0
2021-02-20,18.0,6,16.0,2,16.0,15.0,18.0,7,7.0
2021-02-21,19.0,8,16.0,18,16.0,16.0,19.0,7,8.0
2021-02-22,19.0,4,16.0,11,16.0,16.0,19.0,8,7.0
2021-02-23,15.0,8,16.0,2,16.0,16.0,15.0,7,7.0
2021-02-24,15.0,3,16.0,10,16.0,16.0,15.0,7,7.0
2021-02-25,14.0,3,16.0,4,16.0,16.0,14.0,7,7.0
2021-02-26,13.0,3,16.0,9,16.0,16.0,13.0,7,7.0
2021-02-27,15.0,2,15.0,17,15.0,16.0,15.0,7,7.0
2021-02-28,12.0,2,15.0,3,15.0,15.0,12.0,7,7.0
2021-03-01,14.0,2,15.0,19,15.0,15.0,14.0,7,7.0
2021-03-02,15.0,3,14.0,14,14.0,15.0,15.0,7,8.0
2021-03-03,17.0,15,15.0,19,15.0,14.0,17.0,8,8.0
2021-03-04,18.0,18,15.0,13,15.0,15.0,18.0,8,8.0
2021-03-05,18.0,10,16.0,9,16.0,14.0,18.0,8,8.0
2021-03-06,18.0,11,16.0,8,16.0,14.0,18.0,8,8.0
2021-03-07,18.0,9,17.0,17,17.0,14.0,18.0,8,10.0
2021-03-08,19.0,18,17.0,19,17.0,15.0,19.0,10,10.0
2021-03-09,19.0,18,17.0,11,17.0,16.0,19.0,10,10.0
2021-03-10,19.0,12,17.0,8,17.0,16.0,19.0,10,11.0
2021-03-11,19.0,12,18.0,15,18.0,17.0,19.0,11,12.0
2021-03-12,19.0,18,18.0,19,18.0,18.0,19.0,12,14.0
2021-03-13,19.0,19,18.0,13,18.0,18.0,19.0,14,14.0
2021-03-14,19.0,17,18.0,8,18.0,18.0,19.0,14,14.0
2021-03-15,19.0,11,19.0,10,19.0,18.0,19.0,14,12.0
2021-03-16,18.0,13,19.0,1,19.0,18.0,18.0,12,13.0
2021-03-17,19.0,17,19.0,10,19.0,18.0,19.0,13,12.0
2021-03-18,18.0,16,18.0,6,18.0,18.0,18.0,12,12.0
2021-03-19,18.0,14,18.0,11,18.0,19.0,18.0,12,11.0
2021-03-20,16.0,15,18.0,0,18.0,19.0,16.0,11,12.0
2021-03-21,16.0,14,18.0,14,18.0,19.0,16.0,12,11.0
2021-03-22,16.0,15,18.0,6,18.0,19.0,16.0,11,12.0
2021-03-23,16.0,13,18.0,12,18.0,19.0,16.0,12,12.0
2021-03-24,15.0,15,18.0,7,18.0,18.0,15.0,12,12.0
2021-03-25,16.0,16,18.0,13,18.0,18.0,16.0,12,12.0
2021-03-26,16.0,13,18.0,14,18.0,18.0,16.0,12,13.0
2021-03-27,17.0,12,17.0,15,17.0,18.0,17.0,13,14.0
2021-03-28,17.0,15,18.0,14,18.0,18.0,17.0,14,14.0
2021-03-29,18.0,16,18.0,9,18.0,17.0,18.0,14,15.0
2021-03-30,18.0,17,18.0,12,18.0,17.0,18.0,15,16.0
2021-03-31,19.0,18,18.0,14,18.0,17.0,19.0,16,16.0
2021-04-01,18.0,16,18.0,8,18.0,17.0,18.0,16,15.0
2021-04-02,17.0,16,18.0,5,18.0,17.0,17.0,15,14.0
2021-04-03,15.0,15,18.0,4,18.0,17.0,15.0,14,14.0
2021-04-04,15.0,13,18.0,10,18.0,17.0,15.0,14,12.0
2021-04-05,10.0,14,17.0,2,17.0,16.0,10.0,12,12.0
2021-04-06,8.0,18,17.0,7,17.0,16.0,8.0,12,11.0
2021-04-07,3.0,10,16.0,6,16.0,15.0,3.0,11,12.0
2021-04-08,8.0,8,14.0,18,14.0,15.0,8.0,12,12.0
2021-04-09,11.0,8,7.0,19,7.0,15.0,11.0,12,12.0
2021-04-10,12.0,9,5.0,11,5.0,15.0,12.0,12,12.0
2021-04-11,10.0,7,5.0,7,5.0,14.0,10.0,12,13.0
2021-04-12,13.0,11,5.0,12,5.0,12.0,13.0,13,13.0
2021-04-13,13.0,11,6.0,9,6.0,6.0,13.0,13,12.0
2021-04-14,10.0,10,6.0,5,6.0,5.0,10.0,12,12.0
2021-04-15,11.0,9,5.0,16,5.0,4.0,11.0,12,12.0
2021-04-16,10.0,9,6.0,5,6.0,4.0,10.0,12,12.0
2021-04-17,9.0,8,5.0,8,5.0,3.0,9.0,12,11.0
2021-04-18,3.0,8,5.0,4,5.0,3.0,3.0,11,11.0
2021-04-19,3.0,7,4.0,7,4.0,4.0,3.0,11,11.0
2021-04-20,6.0,9,4.0,12,4.0,4.0,6.0,11,11.0
2021-04-21,5.0,8,3.0,4,3.0,3.0,5.0,11,10.0
2021-04-22,1.0,9,3.0,1,3.0,3.0,1.0,10,10.0
2021-04-23,1.0,9,2.0,8,2.0,2.0,1.0,10,10.0
2021-04-24,1.0,7,1.0,6,1.0,2.0,1.0,10,10.0
2021-04-25,1.0,7,1.0,14,1.0,2.0,1.0,10,11.0
2021-04-26,8.0,9,1.0,19,1.0,2.0,8.0,11,12.0
2021-04-27,12.0,10,1.0,18,1.0,2.0,12.0,12,12.0
2021-04-28,14.0,12,2.0,14,2.0,3.0,14.0,12,12.0
2021-04-29,14.0,9,4.0,12,4.0,3.0,14.0,12,13.0
2021-04-30,15.0,9,5.0,16,5.0,4.0,15.0,13,13.0
2021-05-01,15.0,8,13.0,9,13.0,4.0,15.0,13,14.0
2021-05-02,16.0,9,14.0,16,14.0,5.0,16.0,14,13.0
2021-05-03,16.0,9,15.0,7,15.0,5.0,16.0,13,12.0
2021-05-04,13.0,9,16.0,0,16.0,9.0,13.0,12,13.0
2021-05-05,14.0,8,16.0,18,16.0,14.0,14.0,13,12.0
2021-05-06,11.0,9,16.0,0,16.0,15.0,11.0,12,12.0
2021-05-07,10.0,8,16.0,5,16.0,16.0,10.0,12,12.0
2021-05-08,12.0,8,15.0,17,15.0,17.0,12.0,12,12.0
2021-05-09,10.0,8,15.0,5,15.0,17.0,10.0,12,11.0
2021-05-10,8.0,8,14.0,5,14.0,17.0,8.0,11,12.0
2021-05-11,12.0,8,14.0,16,14.0,17.0,12.0,12,11.0
2021-05-12,5.0,11,13.0,1,13.0,16.0,5.0,11,11.0
2021-05-13,2.0,11,8.0,6,8.0,16.0,2.0,11,11.0
2021-05-14,5.0,8,6.0,17,6.0,14.0,5.0,11,11.0
2021-05-15,3.0,7,5.0,2,5.0,13.0,3.0,11,11.0
2021-05-16,3.0,7,4.0,9,4.0,7.0,3.0,11,10.0
2021-05-17,1.0,9,4.0,2,4.0,5.0,1.0,10,10.0
2021-05-18,3.0,9,3.0,16,3.0,4.0,3.0,10,8.0
2021-05-19,0.0,10,3.0,2,3.0,3.0,0.0,8,9.0
2021-05-20,2.0,8,2.0,17,2.0,2.0,2.0,9,10.0
2021-05-21,4.0,10,2.0,12,2.0,2.0,4.0,10,10.0
2021-05-22,6.0,12,2.0,11,2.0,1.0,6.0,10,9.0
2021-05-23,2.0,9,1.0,3,1.0,1.0,2.0,9,9.0
2021-05-24,4.0,7,1.0,15,1.0,1.0,4.0,9,9.0
2021-05-25,3.0,7,2.0,8,2.0,1.0,3.0,9,10.0
2021-05-26,6.0,9,2.0,17,2.0,1.0,6.0,10,10.0
2021-05-27,5.0,7,1.0,6,1.0,1.0,5.0,10,9.0
2021-05-28,5.0,9,2.0,8,2.0,1.0,5.0,9,9.0
2021-05-29,4.0,8,2.0,5,2.0,1.0,4.0,9,9.0
2021-05-30,5.0,4,2.0,13,2.0,2.0,5.0,9,10.0
2021-05-31,6.0,6,2.0,13,2.0,2.0,6.0,10,9.0
2021-06-01,5.0,5,2.0,3,2.0,3.0,5.0,9,10.0
2021-06-02,7.0,5,2.0,16,2.0,3.0,7.0,10,10.0
2021-06-03,8.0,5,3.0,14,3.0,3.0,8.0,10,10.0
2021-06-04,7.0,7,3.0,7,3.0,4.0,7.0,10,10.0
2021-06-05,7.0,4,4.0,10,4.0,5.0,7.0,10,10.0
